"Name","Agent","State","Notes","User","Tags","Created","Runtime","Sweep","batch_size","beta1","beta2","corr_thr","drop_correlated","dropout_prob","gamma","hidden_dim","increase_variance","last_hidden_dim","learning_rate","minority_oversample","model","model_subset_choice","momentum","noise_variance","num_buckets","num_epochs","num_trials","optimizer","patience","query_dim","random_state","sampler","scaling_method","scheduler","seed","step_size","temperature","train_random_noise","uncertainty_weight","use_feature_scaling","use_scheduler","validation_random_noise","weight_decay","BS","ECE","FPR","NPV","PPV","TNR","TPR","accuracy","auroc","average_precision","confusion_matrix.fn","confusion_matrix.fp","confusion_matrix.tn","confusion_matrix.tp","coverage","dev_accuracy","dev_auroc","dev_balanced_accuracy","dev_ece","dev_f1","dev_loss","f1_score","loss","precision","recall","sensitivity","specificity","train_loss","weighted_accuracy"
"royal-sweep-28","","finished","-","","","2024-05-02T15:28:34.000Z","11","early_fusion_drop_preds_stats","512","0.9","0.999","","","","0.9222312042539316","256","no","8","0.04302841196159639","no","","0","0.13272429420800483","0.565011755638535","","54","","SGD","11","","507","SMOTENC","","reduce","420","12","0.5059772368291524","no","","","yes","no","0.0001","0.1004747823986522","0.06193422650297482","0.07936507936507936","0.8854961832061069","0.8360655737704918","0.9206349206349206","0.7727272727272727","0.8697916666666666","0.9273689273689274","0.8686969894578971","15","10","116","51","0.9746192893401016","0.8604651162790697","0.9150926095727124","0.8504831782390837","","0.8235294117647058","0.3647122760151708","0.8031496062992126","0.33282482321492307","0.8360655737704918","0.7727272727272727","0.7727272727272727","0.9206349206349206","0.018700743094086647","0.8607808784882993"
"still-sweep-27","","finished","-","","","2024-05-02T15:28:33.000Z","13","early_fusion_drop_preds_stats","512","0.9","0.999","","","","0.9222312042539316","256","no","8","0.04302841196159639","no","","0","0.13272429420800483","0.565011755638535","","54","","SGD","11","","507","SMOTENC","","reduce","738","12","0.5059772368291524","no","","","yes","no","0.0001","0.08505743973781556","0.06262115939125337","0.0967741935483871","0.918032786885246","0.8260869565217391","0.9032258064516128","0.8507462686567164","0.8848167539267016","0.94740009629273","0.908516762355493","10","12","112","57","0.9695431472081218","0.813953488372093","0.9067485787639832","0.8023890479599141","","0.7647058823529411","0.3892719357512718","0.8382352941176471","0.296610236773031","0.8260869565217391","0.8507462686567164","0.8507462686567164","0.9032258064516128","0.01579742692410946","0.8720598717034925"
"visionary-sweep-26","","finished","-","","","2024-05-02T15:28:32.000Z","12","early_fusion_drop_preds_stats","512","0.9","0.999","","","","0.9222312042539316","256","no","8","0.04302841196159639","no","","0","0.13272429420800483","0.565011755638535","","54","","SGD","11","","507","SMOTENC","","reduce","817","12","0.5059772368291524","no","","","yes","no","0.0001","0.09381441584139529","0.06278383700471177","0.10317460317460315","0.904","0.8","0.8968253968253969","0.8125","0.868421052631579","0.937748015873016","0.8769937584445636","12","13","113","52","0.964467005076142","0.8465116279069768","0.9042728773152392","0.8364253393665158","","0.8023952095808383","0.3820644289948219","0.8062015503875969","0.3227238340426217","0.8","0.8125","0.8125","0.8968253968253969","0.018071839585900307","0.8520000000000001"
"rare-sweep-25","","finished","-","","","2024-05-02T15:28:25.000Z","11","early_fusion_drop_preds_stats","512","0.9","0.999","","","","0.9222312042539316","256","no","8","0.04302841196159639","no","","0","0.13272429420800483","0.565011755638535","","54","","SGD","11","","507","SMOTENC","","reduce","396","12","0.5059772368291524","no","","","yes","no","0.0001","0.10167380039730156","0.0737312200235173","0.088","0.9047619047619048","0.819672131147541","0.912","0.8064516129032258","0.8770053475935828","0.9224516129032256","0.8554902709717076","12","11","114","50","0.949238578680203","0.8232558139534883","0.9102328993214744","0.812007874015748","","0.7764705882352941","0.3784587771393532","0.8130081300813008","0.3511126368178934","0.819672131147541","0.8064516129032258","0.8064516129032258","0.912","0.01856745034456253","0.8622170179547228"
"expert-sweep-24","","finished","-","","","2024-05-02T15:28:21.000Z","11","early_fusion_drop_preds_stats","512","0.9","0.999","","","","0.9222312042539316","256","no","8","0.04302841196159639","no","","0","0.13272429420800483","0.565011755638535","","54","","SGD","11","","507","SMOTENC","","reduce","194","12","0.5059772368291524","no","","","yes","no","0.0001","0.0869377334889856","0.053335562505220126","0.08064516129032258","0.9047619047619048","0.84375","0.9193548387096774","0.8181818181818182","0.8842105263157894","0.9439149560117304","0.895050561625659","12","10","114","54","0.964467005076142","0.8372093023255814","0.9179350816064552","0.8264669163545568","","0.7953216374269005","0.36754576217296514","0.8307692307692308","0.3047232264794674","0.84375","0.8181818181818182","0.8181818181818182","0.9193548387096774","0.021227791905403137","0.8742559523809523"
"ruby-sweep-23","","finished","-","","","2024-05-02T15:28:20.000Z","10","early_fusion_drop_preds_stats","512","0.9","0.999","","","","0.9222312042539316","256","no","8","0.04302841196159639","no","","0","0.13272429420800483","0.565011755638535","","54","","SGD","11","","507","SMOTENC","","reduce","924","12","0.5059772368291524","no","","","yes","no","0.0001","0.08152785522071802","0.055019367262313934","0.07317073170731707","0.926829268292683","0.85","0.926829268292683","0.85","0.9016393442622952","0.9495934959349592","0.9096516048476848","9","9","114","51","0.9289340101522844","0.827906976744186","0.907207041995232","0.8173603504928806","","0.7757575757575758","0.3788264074990916","0.85","0.3130085746648953","0.85","0.85","0.85","0.926829268292683","0.023140786215662956","0.8884146341463415"
"genial-sweep-22","","finished","-","","","2024-05-02T15:28:19.000Z","10","early_fusion_drop_preds_stats","512","0.9","0.999","","","","0.9222312042539316","256","no","8","0.04302841196159639","no","","0","0.13272429420800483","0.565011755638535","","54","","SGD","11","","507","SMOTENC","","reduce","979","12","0.5059772368291524","no","","","yes","no","0.0001","0.09451426723115744","0.06284512880552616","0.10236220472440943","0.890625","0.8","0.8976377952755905","0.7878787878787878","0.8601036269430051","0.9405869720830352","0.8745311832299473","14","13","114","52","0.9796954314720812","0.8325581395348837","0.9005134788189987","0.8217054263565892","","0.7857142857142857","0.40181671852289247","0.7938931297709924","0.32021509935408077","0.8","0.7878787878787878","0.7878787878787878","0.8976377952755905","0.022218523547053337","0.8453125"
"serene-sweep-21","","finished","-","","","2024-05-02T15:28:18.000Z","10","early_fusion_drop_preds_stats","512","0.9","0.999","","","","0.9222312042539316","256","no","8","0.04302841196159639","no","","0","0.13272429420800483","0.565011755638535","","54","","SGD","11","","507","SMOTENC","","reduce","141","12","0.5059772368291524","no","","","yes","no","0.0001","0.10109821749417013","0.0445636030789968","0.0975609756097561","0.902439024390244","0.8064516129032258","0.902439024390244","0.8064516129032258","0.8702702702702703","0.928140571728298","0.8553858615568637","12","12","111","50","0.9390862944162436","0.8186046511627907","0.8978543920777554","0.8072398190045249","","0.7664670658682635","0.4004201489825581","0.8064516129032258","0.3476478847755393","0.8064516129032258","0.8064516129032258","0.8064516129032258","0.902439024390244","0.018023313954472545","0.8544453186467349"
"fine-sweep-20","","finished","-","","","2024-05-02T15:28:16.000Z","11","early_fusion_drop_preds_stats","512","0.9","0.999","","","","0.9222312042539316","256","no","8","0.04302841196159639","no","","0","0.13272429420800483","0.565011755638535","","54","","SGD","11","","507","SMOTENC","","reduce","766","12","0.5059772368291524","no","","","yes","no","0.0001","0.10804616252527452","0.04754837343729839","0.09523809523809525","0.8769230769230769","0.8095238095238095","0.9047619047619048","0.7611940298507462","0.8549222797927462","0.914001421464108","0.8524520210971921","16","12","114","51","0.9796954314720812","0.8418604651162791","0.9126169081239685","0.8317884405670666","","0.7951807228915663","0.36997538721838663","0.7846153846153846","0.35671187657390147","0.8095238095238095","0.7611940298507462","0.7611940298507462","0.9047619047619048","0.024946387857198715","0.8432234432234432"
"ruby-sweep-19","","finished","-","","","2024-05-02T15:28:10.000Z","9","early_fusion_drop_preds_stats","512","0.9","0.999","","","","0.9222312042539316","256","no","8","0.04302841196159639","no","","0","0.13272429420800483","0.565011755638535","","54","","SGD","11","","507","SMOTENC","","reduce","116","12","0.5059772368291524","no","","","yes","no","0.0001","0.08754114833096303","0.048631481033690416","0.08064516129032258","0.9193548387096774","0.84375","0.9193548387096774","0.84375","0.8936170212765957","0.9409022177419356","0.8926291661628639","10","10","114","54","0.9543147208121828","0.8372093023255814","0.9158261507427105","0.8264637212643677","","0.7928994082840237","0.36658591336982194","0.84375","0.31069613229199716","0.84375","0.84375","0.84375","0.9193548387096774","0.01901325210928917","0.8815524193548387"
