n_features,exact,within1,mae,kappa,n_samples
3,0.660377358490566,0.9811320754716981,0.3584905660377358,0.7564018384766907,53
5,0.7169811320754716,0.9622641509433962,0.32075471698113206,0.7263339070567987,53
