n_features,exact,within1,mae,kappa,n_samples
2,0.6226415094339622,0.9245283018867925,0.4528301886792453,0.6332179930795847,53
3,0.6226415094339622,1.0,0.37735849056603776,0.7646536412078153,53
5,0.5094339622641509,0.9811320754716981,0.5094339622641509,0.6971428571428572,53
6,0.6415094339622641,0.9622641509433962,0.39622641509433965,0.7000226398007698,53
7,0.660377358490566,0.9811320754716981,0.3584905660377358,0.7344309234073014,53
9,0.660377358490566,0.9622641509433962,0.37735849056603776,0.7284372331340735,53
11,0.5660377358490566,0.9622641509433962,0.4716981132075472,0.6797249426963952,53
13,0.6415094339622641,0.9811320754716981,0.37735849056603776,0.7052578361981799,53
