finger_mvmnt_thumb_x_median,finger_mvmnt_thumb_x_quartile_range,finger_mvmnt_thumb_x_mean,finger_mvmnt_thumb_x_min,finger_mvmnt_thumb_x_max,finger_mvmnt_thumb_x_stdev,finger_mvmnt_thumb_y_median,finger_mvmnt_thumb_y_quartile_range,finger_mvmnt_thumb_y_mean,finger_mvmnt_thumb_y_min,finger_mvmnt_thumb_y_max,finger_mvmnt_thumb_y_stdev,finger_mvmnt_thumb_dist_median,finger_mvmnt_thumb_dist_quartile_range,finger_mvmnt_thumb_dist_mean,finger_mvmnt_thumb_dist_min,finger_mvmnt_thumb_dist_max,finger_mvmnt_thumb_dist_stdev,finger_mvmnt_index_x_median,finger_mvmnt_index_x_quartile_range,finger_mvmnt_index_x_mean,finger_mvmnt_index_x_min,finger_mvmnt_index_x_max,finger_mvmnt_index_x_stdev,finger_mvmnt_index_y_median,finger_mvmnt_index_y_quartile_range,finger_mvmnt_index_y_mean,finger_mvmnt_index_y_min,finger_mvmnt_index_y_max,finger_mvmnt_index_y_stdev,finger_mvmnt_index_dist_median,finger_mvmnt_index_dist_quartile_range,finger_mvmnt_index_dist_mean,finger_mvmnt_index_dist_min,finger_mvmnt_index_dist_max,finger_mvmnt_index_dist_stdev,aperiodicity,periodEntropy,periodVarianceNorm,numInterruptions,numFreeze,maxFreezeDuration,period_median,period_quartile_range,period_mean,period_min,period_max,period_stdev,frequency_median,frequency_quartile_range,frequency_mean,frequency_min,frequency_max,frequency_stdev,frequency_lr_fitness_r2,frequency_lr_slope,frequency_fit_min_degree,num_peaks,num_interruptions_norm,num_freeze_norm,speed_median,speed_quartile_range,speed_mean,speed_min,speed_max,speed_stdev,acceleration_median,acceleration_quartile_range,acceleration_mean,acceleration_min,acceleration_max,acceleration_stdev,speed_norm_median,speed_norm_quartile_range,speed_norm_mean,speed_norm_min,speed_norm_max,speed_norm_stdev,acceleration_norm_median,acceleration_norm_quartile_range,acceleration_norm_mean,acceleration_norm_min,acceleration_norm_max,acceleration_norm_stdev,amplitude_median,amplitude_quartile_range,amplitude_mean,amplitude_min,amplitude_max,amplitude_stdev,amplitude_cv,amplitude_entropy,amplitude_norm_median,amplitude_norm_quartile_range,amplitude_norm_mean,amplitude_norm_min,amplitude_norm_max,amplitude_norm_stdev,amplitude_decrement_fitness_r2,amplitude_decrement_slope,amplitude_decrement_end_to_mean,amplitude_decrement_fit_min_degree,amplitude_decrement_last_to_first_half,A_early,A_late,R_A_3_3,D_A_pct,D_A_max,k_collapse,tilde_A_median,beta_tilde_A,CV_tilde_A,amplitude_MAD,amplitude_skew,amplitude_kurtosis,I_ITI,I_ITI_norm,ITI_MAD,ITI_skew,ITI_kurtosis,S_halt,F_halt,N_valid,C_10,T_10,F_incomplete,V_open_median,V_open_mean,V_open_std,V_close_median,V_close_mean,V_close_std,V_open_norm_median,V_open_norm_mean,V_open_norm_std,V_close_norm_median,V_close_norm_mean,V_close_norm_std,T_open_median,T_open_mean,T_open_std,T_close_median,T_close_mean,T_close_std,R_OC_median,R_OC_mean,R_OC_std,R_V_open,R_V_close,hand,filename,Rating1,Rating2,Rating
1.0,1.0,0.7861990950226244,0,5,0.9408956627299212,1.0,2.0,1.2171945701357465,0,7,1.448707741579889,1.0,2.23606797749979,1.6240662248354065,0.0,8.06225774829855,1.564007450298332,0.0,1.0,0.5576923076923077,0,4,0.6868658674043149,1.0,2.0,0.997737556561086,0,8,1.1602364963676723,1.0,2.0,1.2823769109253134,0.0,8.246211251235321,1.2165294272913922,1.473455908576407,1.427061043380725,0.0031998097260940756,0,0,0.0,0.7416666666666667,0.07916666666666672,0.7115740740740741,0.625,0.775,0.04979811781305503,1.348314606741573,0.15734989648033149,1.412502499452063,1.2903225806451613,1.6,0.10255827734138706,0.3725231978410932,-0.024243371031445565,1,10,0.0,0.0,180.9188901967434,832.44688258376,498.72024497563075,0.0,2873.7538604259926,586.7818812238845,6093.270768990433,13858.622333341646,11673.1536036686,4.61998321388819,86299.69604033839,13553.358916943745,0.9223997273086049,4.2441603342755565,2.54268317403757,0.0,14.651592071598648,2.9916580111781657,31.066027928992455,70.6570189947902,59.514590704964284,0.02355459538456728,439.9917333555319,69.1006591711328,178.8180101839311,10.784746588889107,177.7951190212865,163.27197517437133,186.6110853014464,7.251532527043475,0.04078589202538955,1.8343719702816248,0.9116885674688775,0.0549851223488379,0.9064734430091613,0.8324284170337611,0.9514209047360066,0.03697132797045475,0.316845599313926,-1.4211066275911086,0.9716685812921033,1,0.9697093933317916,186.50535828386055,172.7579310600741,0.9262893712530076,7.371062874699241,0.1250681870767415,,0.9587821595547441,-0.007619655760389383,0.04078589202538956,5.826383475329308,-0.47999491469864947,-0.769045242722822,0.05104166666666665,0.07173064411190629,0.033333333333333326,-0.45903996951726905,-1.2535362294372892,0.0,0.0,10,1,6.404166666666667,0.0,1836.0367688444057,1933.7636533882896,383.6326251526123,1538.7385841995297,1657.6490506003465,256.92289517994095,9.42459385029789,9.926237505103755,1.9692316304006146,7.898527112281342,8.508908597768992,1.318815602716724,0.38333333333333336,0.36435185185185187,0.0920050805241192,0.3,0.33749999999999997,0.0804597130997791,1.0,1.1008930064759888,0.27425414210524884,0.8198633133357521,1.0435992704368628,L,051331512_20200406_Hands_L_9-_L.mp4FT,1,0,0.5
0.0,1.0,0.2615476904619076,0,2,0.46339634972642696,0.0,1.0,0.3635272945410918,0,2,0.49332828942260154,0.0,1.0,0.5580804973876959,0.0,2.8284271247461903,0.5892490346044129,0.0,1.0,0.36052789442111577,0,4,0.570375819575685,1.0,1.0,0.8254349130173965,0,5,0.8435511958908124,1.0,1.4142135623730951,0.9967098912238312,0.0,5.385164807134504,0.9245538095026123,0.919074631799289,1.2798542258336676,0.0017049808429118786,0,0,0.0,0.65625,0.04583333333333339,0.6583333333333333,0.6083333333333333,0.725,0.03515837184954832,1.5241935483870968,0.10564816539037936,1.5233055866402345,1.3793103448275863,1.6438356164383563,0.08099008499338485,0.49596499220420387,-0.01985776614196141,1,11,0.0,0.0,111.56656368919357,321.5461351502252,219.31220897897938,0.0,1224.0772349855465,248.18397104659775,4226.002747235452,6911.562852090046,6880.102881967695,0.0,65031.339201285344,8440.866874488032,1.1749222801498131,3.386244998425574,2.3096059618373914,0.0,12.89091972049319,2.6136583176572787,44.504595458666664,72.78658512956139,72.45527601142471,0.0,684.8536587397858,88.8918886328936,68.08956962249395,23.957449949703346,68.4477923624749,43.621716280503406,88.85075605700827,14.537252292904599,0.21238453120475437,1.8937882323911372,0.7170602889423601,0.25229908308278115,0.7208327801309605,0.45938608003664066,0.935699097001458,0.15309373208513388,0.6105385871659654,-3.592021159771613,0.6372990972374752,1,0.7748762344937542,87.01889499943908,58.934699210221574,0.6772632450756984,32.273675492430165,0.5090450749511359,,0.7824687916679803,-0.041278634482715126,0.21238453120475437,11.876958002540789,-0.06567019270438873,-1.2951596154124365,0.03611111111111111,0.05485232067510548,0.025000000000000022,0.1767683573927847,-0.7748232546395664,0.0,0.0,11,1,5.858333333333333,0.0,612.0659676220527,638.5494615618304,147.96338500178183,913.0535497360034,931.6156871282187,209.999443108411,6.463095414374088,6.742747212208524,1.5624156964904063,9.641366327396716,9.837372757106737,2.2174839144351437,0.4791666666666667,0.42824074074074076,0.10667856157956887,0.19166666666666668,0.24398148148148147,0.11271603248008744,2.391304347826087,2.0451233732781318,0.8961877163687403,0.6717767687606333,0.6757791194938992,R,051331512_20200406_Hands_R_9-_L.mp4FT,2,1,1.5
0.0,1.0,0.47602441150828245,0,3,0.5710928596384058,0.0,1.0,0.36704446381865735,0,3,0.5367686267059762,1.0,1.0,0.7435275945571602,0.0,3.0,0.6501962840939396,1.0,2.0,1.3696599825632083,0,6,1.3997334929400804,1.0,1.0,0.8761987794245859,0,4,0.927361956102959,1.4142135623730951,1.8284271247461903,1.7598076147882675,0.0,6.708203932499369,1.5381885374422593,0.7451219193761418,1.2798542258336671,0.0028508597883597883,0,0,0.0,0.45208333333333334,0.05937500000000001,0.4570833333333333,0.4041666666666667,0.525,0.03868722513813687,2.2124044180118947,0.28702948530128003,2.2032787880402407,1.9047619047619047,2.4742268041237114,0.18352620947538265,0.43227178243271636,0.04200969843618758,1,11,0.0,0.0,155.59437996630976,721.614849460945,395.90758668938855,0.08449997315665314,1478.8014321190246,437.9095338710042,7599.92194876603,15966.872416523518,12510.760151509425,23.46871018780803,67349.88698718972,12816.737637198496,1.570111011785571,7.281853121250102,3.995124127523568,0.0008526936408426167,14.922662459384151,4.418967969444926,76.69120917511594,161.12254318174996,126.2467338726939,0.23682397979903902,679.6312259093146,129.33436865579412,85.59035917313996,6.567569092354887,88.02164141609602,82.85015030959426,95.30860765342739,4.199681843126406,0.04771192374468075,1.893788232391138,0.8636967830684532,0.0662736826021737,0.8882309791187907,0.8360451923607604,0.9617641358704757,0.04237920874337885,0.021508733627930043,-0.19477078346141732,0.9613032845920805,1,0.9944374022541872,85.06137086378543,84.6154930084794,0.9947581628325737,0.5241837167426322,0.13071702179446443,,1.0062189017644876,-0.0022897677463170796,0.04771192374468076,2.7402088635457034,0.5050469501601387,-1.248441993302626,0.03657407407407408,0.08001620581383573,0.03125,0.28248463241553246,-1.180465673517621,0.0,0.0,11,1,4.158333333333333,0.0,1357.511268945808,1282.0064456467906,161.85200557485342,1170.8405513755815,1229.5221559146198,169.4419795680251,13.904583671692162,13.13121025137956,1.6578018948560016,11.992571100683701,12.593629301059332,1.7355437382338303,0.2375,0.23749999999999996,0.06972166887783963,0.23333333333333334,0.2296296296296296,0.07933569782415442,0.9827586206896551,1.1570783803172775,0.5376612554323105,0.7980271581529197,0.9512628216987072,L,161568408_20200601_Hands_L_13_R.mp4FT,2,3,2.5
1.0,1.0,0.8329741379310345,0,4,0.8034884820023643,0.0,1.0,0.5032327586206896,0,2,0.5666658970918161,1.0,0.41421356237309515,1.1560991651970336,0.0,4.0,0.759755107701816,1.0,3.0,1.4989224137931034,0,7,1.5825009268987975,1.0,2.0,1.5043103448275863,0,6,1.3398656804385738,1.7071067811865475,2.605551275463989,2.2820721768989203,0.0,8.602325267042627,1.8977391340232026,0.8357756596691295,1.2798542258336674,0.00458974358974359,0,0,0.0,0.33958333333333335,0.08541666666666664,0.355,0.30833333333333335,0.43333333333333335,0.04459696053419884,2.9457831325301207,0.6785816869621888,2.859498494999451,2.3076923076923075,3.243243243243243,0.3401499558238694,0.7665373022522274,0.10368360564455918,1,11,0.0,0.0,306.4400939645219,1021.1579621557712,575.1523663146628,0.5213129917336801,2421.208670454207,592.8852294957959,14269.998931102145,26094.751100848953,19395.547154585995,8.114870634835825,116713.32936623349,18761.624150251802,2.590389567077737,8.632019711535904,4.861859523362699,0.004406746250132376,20.466883424167232,5.011758393267569,120.62669696745623,220.58331249224995,163.953816705266,0.06859636400622371,986.5973698735411,158.59515911084574,104.07269918372299,11.948974256945007,103.03021170013358,87.43695271099693,117.89686926576628,8.631837298859066,0.08377967157809767,2.09827373952525,0.8797440005169384,0.10100668568537319,0.8709316787793925,0.7391192423595125,0.996602031366449,0.07296637001509877,0.4762619209829072,-1.8837626225989315,0.9042567876204063,1,0.9410985200879751,106.16926144535282,93.16576825981319,0.8775211110210769,12.247888897892311,0.25836069052949817,,0.9802526434385251,-0.017743013344484273,0.08377967157809768,6.586962521138062,-0.15761243409007916,-0.7775169858373681,0.026388888888888892,0.07433489827856027,0.029166666666666674,0.5249335305302256,-1.2923049276707959,0.0,0.0,11,1,3.2375,0.0,1536.2545633901107,1529.777695142614,149.72997315834075,1805.398743847004,1854.9386866635525,333.329370610546,13.030494982246259,12.975558254173386,1.2700080510264904,15.313373078442192,15.733570350219395,2.8272962012175746,0.21666666666666667,0.21574074074074076,0.019718092073191532,0.13333333333333333,0.13657407407407407,0.03907582934446147,1.6875,1.684964596949891,0.4032814926056966,1.0068572611903048,0.9032761598376252,R,161568408_20200601_Hands_R_13_L.mp4FT,1,3,2.0
0.0,1.0,0.36847014925373134,0,2,0.5302898839778404,1.0,1.0,0.5904850746268657,0,3,0.6208616332869031,1.0,1.0,0.8403846195513939,0.0,3.1622776601683795,0.666988076510018,0.0,1.0,0.7527985074626866,0,6,1.044482484723078,1.0,1.0,0.9319029850746269,0,5,0.9060477349736,1.0,1.0,1.349984431847204,0.0,7.0710678118654755,1.23472950849298,0.6451650783295292,1.2798542258336678,0.0035087535014005607,0,0,0.0,0.42291666666666666,0.08124999999999999,0.4304166666666666,0.38333333333333336,0.49583333333333335,0.04171039372200225,2.365967365967366,0.4354296155816111,2.3446547224690435,2.0168067226890756,2.608695652173913,0.22046744285928183,0.25688891673371694,0.03890363431236446,1,11,0.0,0.0,97.42880240800048,442.0942145758636,289.22069279984305,0.31844198326268724,1746.7702085013009,352.4391575297878,6480.437530841448,13158.641440706277,11292.511840961593,29.634851735272605,80476.37653057832,12874.437546246982,1.1557497196586741,5.244345121056532,3.4308821042786355,0.003777519827667941,20.721071478732817,4.180811499724905,76.87422686538865,156.09445852058025,133.95748558808086,0.35154359633864374,954.6514717984925,152.72308821499266,59.022409177771046,7.376971891402555,61.591679858579816,46.71183285868157,79.60159107174778,9.051109837973,0.14695344986133166,1.7677614722893296,0.700153662724148,0.08750937078867715,0.7306316507079987,0.5541193815057215,0.9442743243450029,0.10736884164941991,0.2421607451569019,-1.408489803649327,0.9193890572339672,1,0.8910537789425559,75.3953362141242,58.177188649853036,0.7716284795737061,22.837152042629395,0.4131796584746841,,0.7828389943132062,-0.018681391640050345,0.1469534498613317,4.926924759413588,0.5155926201431514,-0.29684692777012245,0.047685185185185185,0.11078842637409918,0.033333333333333326,0.3751018091933708,-1.4494951879368845,0.0,0.0,11,1,3.8916666666666666,0.0,850.1463303849278,851.6139009036222,137.940680800303,1249.1909430663202,1225.446302710579,268.8591437027114,10.20104526593513,10.21865488531133,1.655172855031531,14.98924702791571,14.70433119350566,3.226084965667154,0.2875,0.26990740740740743,0.06021366847366336,0.15,0.15833333333333333,0.063979404479339,1.9166666666666665,1.924603181020134,0.6762099147169642,1.0962789236029513,1.3013409969474674,L,161568408_20210208_Hands_L_R.mp4FT,2,3,2.5
0.0,1.0,0.5856890459363958,0,3,0.6782122639992726,0.0,1.0,0.3083038869257951,0,2,0.4768509996326066,1.0,1.0,0.8018306689267651,0.0,3.1622776601683795,0.6946288753582956,1.0,3.0,1.8560070671378093,0,9,2.086370280402432,1.0,2.0,1.3992932862190812,0,7,1.3863033421246664,1.4142135623730951,3.1231056256176606,2.493141706755769,0.0,10.816653826391969,2.3370507627115766,1.171062848883047,1.0888999753452235,0.003896640826873385,0,0,0.0,0.45208333333333334,0.043749999999999956,0.44833333333333336,0.35,0.5375,0.045765100725819935,2.2120285423037718,0.21852396749758585,2.2553237833605104,1.8604651162790697,2.857142857142857,0.24661696397034602,0.1680379992683887,0.03519651986057724,1,11,0.0,0.0,304.8984681431398,1000.1967042474695,619.0080543965206,0.02555788670747461,2382.078178726487,656.5259470362566,10639.219965418817,23203.622054313793,18726.010730285543,4.002068081399557,107338.22514984649,20497.19937525404,1.8859162034361794,6.186607570223049,3.8288067728036013,0.0001580855192900854,14.734084636341871,4.060869603682894,65.80773411851084,143.5234721812211,115.82769594429563,0.024754355402412664,663.9288786558952,126.78319003133082,144.1362648591528,19.661678038863442,137.29554477845556,110.41227550389998,156.9950242919616,14.599304884166601,0.10633487712747344,1.720193459219825,0.8915391377861206,0.12161516397920946,0.8492266102029989,0.682943081673035,0.9710755910786214,0.09030240724931671,0.03841360731033627,-0.9048461116210771,1.0529950854440575,1,0.918804021864651,144.1362648591528,144.57153390507824,1.0030198440784543,-0.3019844078454348,0.29671480990016796,,1.0,-0.0062777130551098575,0.1063348771274735,3.964803444595674,-0.701806817264734,-0.7841872131573546,0.045833333333333316,0.10223048327137542,0.02291666666666664,-0.2663779923243927,0.6317009987405822,0.0,0.0,11,1,4.0625,0.0,1794.520003773448,1754.9419294392696,339.39939194701475,2100.7277022037533,2067.1552982245767,226.14476066300617,11.120877013520799,10.875606469767112,2.1033027708634005,13.018486484396664,12.810433871488712,1.4014488917911714,0.30833333333333335,0.29259259259259257,0.03451481262891815,0.14583333333333334,0.15601851851851853,0.03753142259168749,1.6969696969696968,1.956404248916564,0.4166722155872953,1.1133023208868047,1.0480986631838267,R,161568408_20210208_Hands_R_L.mp4FT,1,2,1.5
1.0,1.0,0.9623601220752798,0,5,0.9131164284577379,0.0,1.0,0.3550356052899288,0,2,0.503388895604097,1.0,0.41421356237309515,1.1622111334249017,0.0,5.0,0.8880509890003316,1.0,2.0,1.4649033570701933,0,8,1.6691013919414228,1.0,2.0,1.2054933875890133,0,8,1.3329269057301485,1.4142135623730951,1.914213562373095,2.048456471334404,0.0,10.0,1.9913753615842251,0.9958657596145224,1.4184836619456562,0.007362500000000001,0,0,0.0,0.40625,0.0854166666666667,0.3975,0.3,0.5,0.06067330549755799,2.462121212121212,0.5603328710124829,2.5768504671355847,2.0,3.3333333333333335,0.40471952018191293,0.589382210910293,0.10817469740570729,1,11,0.0,0.0,81.23653044171235,828.6442836442312,494.2862227518218,0.09607052683662687,2671.8102519283834,647.8750534563388,7086.5817352883205,35345.78163227263,21366.35678536859,7.65264461786046,123423.88798879248,25811.79927381601,0.6024278722692407,6.144999176473192,3.6654913232419837,0.0007124327289117528,19.813413453584605,4.804464048720836,52.55215028557794,262.11464111827314,158.4470531467436,0.05674991766962956,915.2777675756895,191.41323775666095,88.86430198696704,31.48156773221035,95.14877820417335,64.16565850758182,130.84554479967684,20.957775553359557,0.2202632125069192,2.019814992492946,0.6589933380415721,0.23345868861574803,0.7055972933714305,0.47583495894390176,0.9703147428992712,0.1554171265741784,0.12950952376336133,-2.3850420379461297,0.7696949299312033,1,0.8796981026863832,104.04167743223512,85.42322685426349,0.8210481507269212,17.895184927307884,0.5096076170891506,,0.8541221573906911,-0.02292390988697358,0.22026321250691913,15.628769814066231,0.2777705123336384,-1.1858838818479231,0.06481481481481481,0.1630561378989052,0.05625000000000002,0.020885852894710143,-1.0870285656879721,0.0,0.0,11,1,3.675,0.0,1569.518608793818,1656.7451887750676,313.5343522526777,2027.4375382240078,2188.5227428863254,398.75858704783917,11.712267412031672,12.363181026214614,2.339697124880601,15.12941004702046,16.33148116778075,2.9756685764544066,0.16666666666666666,0.19907407407407407,0.06513808272948725,0.225,0.21620370370370373,0.03200142529404714,0.8730158730158729,0.9147674675563855,0.23280805018635173,0.9959234956848747,0.7430941046473536,L,207795468_20200810_Hands_L_L.mp4FT,1,3,2.0
0.0,1.0,0.5133256083429896,0,3,0.5892005655917951,1.0,1.0,0.6152954808806489,0,3,0.6496974067508579,1.0,1.4142135623730951,0.9577639679090749,0.0,3.1622776601683795,0.7028825773771852,1.0,2.0,1.048667439165701,0,6,1.223540806875386,1.0,1.0,1.302433371958285,0,7,1.142289831943249,1.4142135623730951,1.2360679774997898,1.8445316130591825,0.0,8.602325267042627,1.4817615803605095,0.6075047024409195,1.6957425341696346,0.010776179941002948,0,0,0.0,0.3416666666666667,0.10729166666666667,0.3395833333333333,0.23333333333333334,0.4708333333333333,0.07123050415532815,2.930752047654505,0.9508571589748342,3.0789230024330565,2.1238938053097347,4.285714285714286,0.6530846520446875,0.7874351642533268,0.20176689278247736,1,11,0.0,0.0,143.11857905729283,647.6624753292547,377.9801418580725,0.4264057899774798,1963.1574012528654,431.0972908747382,9239.77467554192,23569.489163504855,15917.07942641472,4.060500191008032,87180.53232266413,16755.73856907038,1.6729058902557497,7.57049418050882,4.418190914688605,0.004984235885998611,22.94724837046058,5.039074604625189,108.00326261737396,275.5025763368038,186.05394284594092,0.047462983015833515,1019.0488684200282,195.85698748841065,70.54239246311055,15.93335763298731,63.93003512541855,25.20779204025365,84.58558300482446,15.322205720201822,0.2396714735122947,1.8462202193216335,0.824566486347163,0.18624421798588053,0.7472749731728144,0.2946526164684804,0.9887166360339653,0.17910049393918895,0.5120073731476419,-3.4670443452235142,0.9330542537028679,1,0.7431414863965167,71.68432920686149,54.3144098193731,0.7576887503911276,24.23112496088724,0.7019847692151523,9.0,0.9840699249559045,-0.048365443097313,0.2396714735122947,5.2462133500312405,-1.2239244510134348,1.1228805500321242,0.033796296296296297,0.09952283571915475,0.060416666666666674,0.24979446191839558,-0.945454465625756,0.0,0.0,11,1,3.1041666666666665,0.0,1111.5780622171178,1091.0656556883384,106.76750825837506,1596.2124348563032,1412.1354540218385,299.6744653062315,13.01069734369446,12.770605601865318,1.2496825758862344,18.68320147011008,16.528634042968406,3.5076023018627023,0.16666666666666666,0.15462962962962962,0.03955015395217323,0.17916666666666667,0.1819444444444444,0.04015786748555822,0.8620689655172414,0.8494776270912138,0.09131591332269409,1.0972741681274913,0.6631523418003544,R,207795468_20200810_Hands_R_L.mp4FT,1,3,2.0
1.0,1.0,1.021119324181626,0,6,1.141322161421764,1.0,2.0,1.1362196409714889,0,6,1.201647789075989,1.4142135623730951,1.2360679774997898,1.6540705801158753,0.0,7.211102550927978,1.5311119971724183,1.0,2.0,1.2133051742344245,0,8,1.685052101822065,1.0,3.0,2.126715945089757,0,10,2.253424962555498,1.4142135623730951,3.1231056256176606,2.615500349207341,0.0,11.661903789690601,2.659231604795364,1.3655273013831208,1.2798542258336674,0.0027739273927392745,0,0,0.0,0.3625,0.052083333333333315,0.36916666666666664,0.31666666666666665,0.42083333333333334,0.03416666666666667,2.7589852008456663,0.38555598148621417,2.7319363660802396,2.376237623762376,3.1578947368421053,0.25087473464038973,0.7448848933852195,0.07538319409434308,1,11,0.0,0.0,489.9455714706994,1350.8600057477663,873.918283180838,0.30251806739443055,3882.923487013992,966.069445624744,15763.159116502378,43697.99921642538,31551.786844462564,8.011561063813133,179459.7262999276,37220.744175849686,2.7105040007890513,7.473302471322021,4.834739082984095,0.0016736071917580753,21.481324169777995,5.344542842882978,87.20582109172155,241.74848921903182,174.55254104500844,0.04432200142581166,992.8170279329747,205.9146604757506,160.96395706128112,12.597321209724953,160.9931524038412,140.82920268659328,179.42455012183984,11.52225134340879,0.07156982251335725,1.8462202193216324,0.8904937099192308,0.06969159744762865,0.890655226008816,0.7791031076454429,0.9926224243341454,0.06374403644604507,0.7496656684482573,-3.154795086812441,0.8747527493177603,1,0.9065132362662975,178.5961802542438,147.33392120452632,0.8249556121233191,17.504438787668086,0.21510627954222572,,0.9012732345794742,-0.017664404033285428,0.07156982251335725,5.806752919464856,-0.010686092542040624,-0.7804259648082112,0.023611111111111107,0.06395786305492851,0.02708333333333332,0.20340679908881382,-1.1328332438589102,0.0,0.0,11,1,3.375,0.0,1954.4353040361143,2037.7095342129246,295.37928922391285,3727.2335867924494,3680.8040559270157,172.30035983407987,10.826225020010408,11.28750688101676,1.6361977522535205,20.646306086174715,20.389118474139327,0.9544252821980564,0.24583333333333332,0.2314814814814815,0.03788949530668542,0.15416666666666667,0.14166666666666666,0.04285346839039309,1.6578947368421053,1.8156420114787168,0.6775991977386603,0.7036068831940484,0.9189469783025618,L,281628421_20200323_Hands_L_10-_R.mp4FT,1,1,1.0
1.0,2.0,1.3882488479262673,0,7,1.3863056940102412,1.0,1.0,0.9550691244239631,0,8,1.1067699588286595,1.4142135623730951,2.0,1.8981418828328203,0.0,8.54400374531753,1.5437721683730565,1.0,3.0,1.9158986175115207,0,11,2.3027884817249085,2.0,2.25,2.3237327188940093,0,13,2.2278172000745275,2.23606797749979,4.0,3.211786566939453,0.0,14.7648230602334,3.0034700894767035,1.9146140480241078,1.609437912434101,0.014518207282913162,0,0,0.0,0.29583333333333334,0.11562500000000003,0.335,0.25833333333333336,0.49583333333333335,0.08484462924140283,3.3863275039745626,1.0966900367673564,3.1531360604817653,2.0168067226890756,3.8709677419354835,0.6710361796019019,0.8286600360806562,0.21267045451411962,1,11,0.0,0.0,387.6368029292985,1652.9085464439568,924.2119993500979,0.0,3943.5746998784175,1051.341270386721,24088.161452692068,53174.823750452015,36600.91866267358,49.30286129293222,174144.6599411985,40264.05310757072,2.127888205892301,9.073453745407592,5.073356807970327,0.0,21.647805444461508,5.771218503295099,132.22922660974314,291.8971559303253,200.91658624408618,0.27064245775736406,955.947333193714,221.02494675833825,150.2923301759684,32.137099593986534,154.44638067729477,134.78913140549577,179.0571280599956,17.06406242199398,0.11048534997817903,1.4681399390162087,0.8250126778489687,0.17641295842103666,0.8478158663018093,0.7399096288917996,0.9829137690244134,0.09367123270540842,0.704200729432461,-4.5282528218684766,0.9237475409680351,1,0.8402405123083194,177.5383430290332,136.14867865522612,0.7668691525016738,23.313084749832626,0.24722834066492572,,0.8465344872087197,-0.025505773821083582,0.11048534997817899,12.855162340054108,0.29432167380052404,-1.5439327929056312,0.03842592592592593,0.11470425649530129,0.03125,0.8960551605386516,-0.8058333934210853,0.0,0.0,11,1,3.0833333333333335,0.0,2359.6856318790165,2377.6446071673863,139.30287846654142,3467.835945982231,3530.1820350027483,314.1684627677139,12.93683291079175,13.03529190016555,0.763719555845638,19.012199586724325,19.35400822657163,1.7224094827537588,0.18333333333333332,0.19398148148148148,0.056829528733545,0.13333333333333333,0.13472222222222224,0.06761478580354492,1.34,1.680159339447862,0.6834760923863745,1.0511961356461126,0.8915416281675442,R,281628421_20200323_Hands_R_10-_L.mp4FT,2,0,1.0
