Model,vs_Tan_MAE,vs_Tan_r,vs_Tan_κ,vs_Tan_AAUC,vs_Tan_WD,vs_Chien_MAE,vs_Chien_r,vs_Chien_κ,vs_Chien_AAUC,vs_Chien_WD,vs_Consensus_MAE,vs_Consensus_r,vs_Consensus_κ,vs_Consensus_AAUC,vs_Consensus_WD,Human_MAE,Human_r,Human_κ,Human_AAUC,Human_WD
deepseek-r1,0.45849056603773586,0.5329400468961732,0.451913133402275,0.6048920377867746,0.23962264150943396,0.8245283018867925,0.4001613776915577,0.22058823529411753,0.7436572199730094,0.5905660377358489,0.5226415094339623,0.5280248536207788,0.36450839328537177,0.7716767881241565,0.28490566037735854,0.7547169811320755,0.4135734626821634,0.36356107660455494,0.7727012016927982,0.4150943396226415
Gemini3,0.6641509433962265,0.4845658160597217,0.30301369863013705,0.7209864603481624,0.618867924528302,0.8301886792452831,0.41794762043507444,0.32518926359256706,0.6990495206006531,0.6264150943396227,0.7056603773584906,0.5198900950016886,0.3694725028058362,0.7242049874170671,0.6,0.7547169811320755,0.4135734626821634,0.36356107660455494,0.7727012016927982,0.4150943396226415
qwen,0.6990491165019468,0.3086456783076015,0.21250350434538812,0.5453963970521967,0.37619796346211437,0.9861560347409403,0.21993404556859908,0.16584870536469787,0.5906711821948609,0.4929844264749924,0.751879305181192,0.2971102736329305,0.26928048255062476,0.5590748482306479,0.2990491165019466,0.7547169811320755,0.4135734626821634,0.36356107660455494,0.7727012016927982,0.4150943396226415
