Model,N,Acc (%),AAcc (%),MAE,RMSE,WD
GPT5 PROMPTC,22,"22.7 [4.5, 45.5]","90.9 [77.3, 100.0]","0.86 [0.59, 1.09]","1.02 [0.80, 1.22]","0.68 [0.36, 1.00]"
