Model,N,Acc (%),AAcc (%),MAE,RMSE,WD
MISTRAL_7B PROMPTC,22,"63.6 [45.3, 81.8]","100.0 [100.0, 100.0]","0.36 [0.18, 0.55]","0.60 [0.43, 0.74]","0.18 [0.09, 0.41]"
