Model,N,Acc (%),AAcc (%),MAE,RMSE,WD
GPT4 PROMPT4,22,"72.7 [54.5, 90.9]","100.0 [100.0, 100.0]","0.27 [0.09, 0.45]","0.52 [0.30, 0.67]","0.27 [0.09, 0.45]"
