Model,N,Acc (%),AAcc (%),MAE,RMSE,WD
DEEPSEEK-R1_70B,22,"31.8 [13.6, 50.0]","90.9 [77.3, 100.0]","0.77 [0.50, 1.00]","0.98 [0.74, 1.17]","0.68 [0.36, 0.95]"
