llm,ml,alpha,MAE,Spearman,Kappa,AAcc
qwen2.5_72b,Ridge,0.45,0.4339622641509434,0.5562873051948092,0.5954198473282444,0.9433962264150944
qwen2.5_72b,Ridge,0.5,0.4528301886792453,0.5605226491600098,0.595213849287169,0.9433962264150944
qwen2.5_72b,Ridge,0.55,0.4716981132075472,0.5650453160143702,0.5950209514419522,0.9433962264150944
qwen2.5_72b,Ridge,0.6,0.49056603773584906,0.5698543953930072,0.5948399426660297,0.9433962264150944
qwen2.5_72b,Ridge,0.65,0.5094339622641509,0.5749504861909572,0.5946697566628042,0.9433962264150944
qwen2.5_72b,Ridge,0.7,0.5471698113207547,0.49624444417429997,0.5260261407933962,0.9056603773584906
qwen2.5_72b,Ridge,0.75,0.5471698113207547,0.49624444417429997,0.5260261407933962,0.9056603773584906
qwen2.5_72b,Ridge,0.8,0.5471698113207547,0.49624444417429997,0.5260261407933962,0.9056603773584906
qwen2.5_72b,Ridge,0.85,0.5471698113207547,0.49624444417429997,0.5260261407933962,0.9056603773584906
qwen2.5_72b,Ridge,0.9,0.5471698113207547,0.49624444417429997,0.5260261407933962,0.9056603773584906
qwen2.5_72b,Ridge,0.95,0.5471698113207547,0.49624444417429997,0.5260261407933962,0.9056603773584906
qwen2.5_72b,Ridge,1.0,0.5283018867924528,0.5213614960581507,0.5406021897810218,0.9056603773584906
qwen2.5_72b,KNN,0.0,0.5283018867924528,0.5373155830102608,0.47975460122699387,0.9622641509433962
qwen2.5_72b,KNN,0.05,0.5094339622641509,0.5430798565686401,0.48284545168397863,0.9622641509433962
qwen2.5_72b,KNN,0.1,0.5094339622641509,0.5430798565686401,0.48284545168397863,0.9622641509433962
qwen2.5_72b,KNN,0.15,0.5094339622641509,0.5430798565686401,0.48284545168397863,0.9622641509433962
qwen2.5_72b,KNN,0.2,0.49056603773584906,0.5242437528306848,0.511520737327189,0.9433962264150944
qwen2.5_72b,KNN,0.25,0.49056603773584906,0.5242437528306848,0.511520737327189,0.9433962264150944
qwen2.5_72b,KNN,0.3,0.49056603773584906,0.49664772596046647,0.48777714610574185,0.9245283018867925
qwen2.5_72b,KNN,0.35,0.49056603773584906,0.49664772596046647,0.48777714610574185,0.9245283018867925
qwen2.5_72b,KNN,0.4,0.5094339622641509,0.47095929978795276,0.48381152934982896,0.9056603773584906
qwen2.5_72b,KNN,0.45,0.5094339622641509,0.4975675743755703,0.542765590337688,0.9245283018867925
qwen2.5_72b,KNN,0.5,0.5094339622641509,0.4975675743755703,0.542765590337688,0.9245283018867925
qwen2.5_72b,KNN,0.55,0.5283018867924528,0.5042212884348095,0.5441949354992834,0.9245283018867925
qwen2.5_72b,KNN,0.6,0.5660377358490566,0.47156975033011805,0.5112955278930382,0.9056603773584906
qwen2.5_72b,KNN,0.65,0.5660377358490566,0.47156975033011805,0.5112955278930382,0.9056603773584906
qwen2.5_72b,KNN,0.7,0.5660377358490566,0.47156975033011805,0.5112955278930382,0.9056603773584906
qwen2.5_72b,KNN,0.75,0.5660377358490566,0.47156975033011805,0.5112955278930382,0.9056603773584906
qwen2.5_72b,KNN,0.8,0.5660377358490566,0.47156975033011805,0.5112955278930382,0.9056603773584906
qwen2.5_72b,KNN,0.85,0.5660377358490566,0.47156975033011805,0.5112955278930382,0.9056603773584906
qwen2.5_72b,KNN,0.9,0.5660377358490566,0.47156975033011805,0.5112955278930382,0.9056603773584906
qwen2.5_72b,KNN,0.95,0.5660377358490566,0.47156975033011805,0.5112955278930382,0.9056603773584906
qwen2.5_72b,KNN,1.0,0.5283018867924528,0.5213614960581507,0.5406021897810218,0.9056603773584906
qwen2.5_72b,KNN-clf,0.0,0.39622641509433965,0.6395542087978755,0.6305189775367932,0.9433962264150944
qwen2.5_72b,KNN-clf,0.05,0.39622641509433965,0.6395542087978755,0.6305189775367932,0.9433962264150944
qwen2.5_72b,KNN-clf,0.1,0.39622641509433965,0.6395542087978755,0.6305189775367932,0.9433962264150944
qwen2.5_72b,KNN-clf,0.15,0.39622641509433965,0.6395542087978755,0.6305189775367932,0.9433962264150944
qwen2.5_72b,KNN-clf,0.2,0.39622641509433965,0.6395542087978755,0.6305189775367932,0.9433962264150944
qwen2.5_72b,KNN-clf,0.25,0.39622641509433965,0.6395542087978755,0.6305189775367932,0.9433962264150944
qwen2.5_72b,KNN-clf,0.3,0.41509433962264153,0.6234867649947787,0.6084432717678101,0.9433962264150944
qwen2.5_72b,KNN-clf,0.35,0.41509433962264153,0.6234867649947787,0.6084432717678101,0.9433962264150944
qwen2.5_72b,KNN-clf,0.4,0.41509433962264153,0.6234867649947787,0.6084432717678101,0.9433962264150944
qwen2.5_72b,KNN-clf,0.45,0.41509433962264153,0.6234867649947787,0.6084432717678101,0.9433962264150944
qwen2.5_72b,KNN-clf,0.5,0.4528301886792453,0.53496413260921,0.5358062854198866,0.9056603773584906
qwen2.5_72b,KNN-clf,0.55,0.5471698113207547,0.5111103509605462,0.5455388180764774,0.9245283018867925
qwen2.5_72b,KNN-clf,0.6,0.5471698113207547,0.5111103509605462,0.5455388180764774,0.9245283018867925
qwen2.5_72b,KNN-clf,0.65,0.5471698113207547,0.5111103509605462,0.5455388180764774,0.9245283018867925
qwen2.5_72b,KNN-clf,0.7,0.5471698113207547,0.5111103509605462,0.5455388180764774,0.9245283018867925
qwen2.5_72b,KNN-clf,0.75,0.5660377358490566,0.47156975033011805,0.5112955278930382,0.9056603773584906
qwen2.5_72b,KNN-clf,0.8,0.5660377358490566,0.47156975033011805,0.5112955278930382,0.9056603773584906
qwen2.5_72b,KNN-clf,0.85,0.5660377358490566,0.47156975033011805,0.5112955278930382,0.9056603773584906
qwen2.5_72b,KNN-clf,0.9,0.5660377358490566,0.47156975033011805,0.5112955278930382,0.9056603773584906
qwen2.5_72b,KNN-clf,0.95,0.5660377358490566,0.47156975033011805,0.5112955278930382,0.9056603773584906
qwen2.5_72b,KNN-clf,1.0,0.5283018867924528,0.5213614960581507,0.5406021897810218,0.9056603773584906
